Teaser Text,Tag Value,Teaser Normalizado
¿Cuántos antivacunas hay en Chile? Estudio en 149 países midió el nivel de confianza de la gente en las vacunas,Clickbait,¿ antivacuna chile ? estudiar 149 país medir nivel confianza gente vacuna
"Demisexualidad: La orientación sexual que depende totalmente del vínculo afectivo
https://t.co/llg63DZsfv",No,"demisexualidad : orientación sexual depender totalmente vínculo afectivo 
 https://t.co/llg63dzsfv"
"Conformar el roster y enfrentar el COVID-19, dos retos para el preolímpico de béisbol. |#Deportes | El torneo que dará un puesto para los Juegos Olímpicos de Tokio será en junio

#DiarioLibre #Béisbol #Preolímpico #Tokio2020 #COVID19
https://t.co/hMhAInEb4y",No,"conformar roster enfrentar covid-19 , reto preolímpico béisbol . |#deport | torneo dar puesto juegos olímpicos tokio junio 

 # diariolibre # béisbol # preolímpico # tokio2020 # covid19 
 https://t.co/hmhaineb4y"
#LoMásLeído👉  Puerto Rico y Washington: los demócratas dan alas a los planes para que EE.UU. tenga dos estados más,No,# lomásleído 👉   puerto rico washington : demócrata ala plan ee.uu.
"¿Deberíamos afeitarnos la cara para tener una mejor piel?

https://t.co/tNE9x7FcGq",Clickbait,"¿ deberir afeitar yo cara piel ? 

 https://t.co/tne9x7fcgq"
"Unicef anuncia un acuerdo con grandes aerolíneas para entregar vacunas. |#Internacional | Según un comunicado, bajo la recién presentada Iniciativa de Carga Aérea Humanitaria, las aerolíneas han firmado acuerdos con Unicef 'para apoyar la priorización de entregas de vacunas de COVID-19

#DiarioLibre #Unicef #Aerolínea
https://t.co/qnLhVXWwtb",No,"unicef anunciar aerolínea entregar vacuna . |#internacional | comunicado , recién presentado iniciativa carga aérea humanitaria , aerolínea firmar acuerdo unicef ' apoyar priorización entrega vacuna covid-19 

 # diariolibre # unicef # aerolínea 
 https://t.co/qnlhvxwwtb"
"La crisis hostelera ataca con fuerza a David Muñoz: cierra su restaurante de Londres, StreetXo",No,"crisis hostelero atacar fuerza david muñoz : cerrar restaurante londres , streetxo"
Microshading: Una nueva técnica para el perfilado de cejas ,Clickbait,microshading : técnica perfilado ceja
"Juicio al abuelo materno por los malos tratos al pequeño D: «Jamás pegué a mi nieto, jamás»",No,"juicio abuelo materno malo trato pequeño d : « jamás pegué nieto , jamás »"
"Día Internacional del Condón: siete curiosidades sobre él que no sabías. |#EstilosRD| Te listamos siete datos curiosos que quizá no conocías sobre el condón masculino.

#DiarioLibre #Curiosidades #Preservativos 
https://t.co/NiLgmlGwTc",Clickbait,"internacional condón : curiosidad sabía . |#estilosrd| listar dato curioso conocía condón masculino . 

 # diariolibre # curiosidades # preservativos 
 https://t.co/nilgmlgwtc"
Casos nuevos de Covid-19 alcanzan los 1.540 y marcan quinto día a la baja,No,caso covid-19 alcanzar 1540 marcan quinto baja
El servicio de apoyo psicológico a sanitarios se amplía a seis meses para paliar la «ola psicológica»,No,servicio apoyo psicológico sanitario ampliar mes paliar « ola psicológico »
Trucos para mejorar la velocidad de tu WiFi doméstica,Clickbait,trucos mejorar velocidad wifi doméstico
"La cultura de la dieta y cómo dejar de vivir en guerra con la comida

https://t.co/c3Bw4aG9bM",Clickbait,"cultura dieta dejar vivir guerra comida 

 https://t.co/c3bw4ag9bm"
📈 @pulso_tw | Precios de alimentos a nivel global se disparan en enero y prometen continuar al alza... y en Chile también,No,📈 @pulso_tw | precios alimento nivel global disparar enero prometer continuar alza ... chile
Koeman saca pecho #Barcelona,No,koeman sacar pecho # barcelona
"Princesa Leonor de España estudiará en Gales. |#EstilosRD | Leonor de Borbón, la mayor de las dos hijas del rey Felipe VI y la reina Letizia, estudiará en el UWC Atlantic College

#DiarioLibre #Realeza #PrincesaLeonor
https://t.co/pE7ASBaeZe",No,"princesa leonor españa estudiar gales . |#estilosrd | leonor borbón , hija rey felipe vi reina letizia , estudiar uwc atlantic college 

 # diariolibre # realeza # princesaleonor 
 https://t.co/pe7asbaeze"
"Eddy Olivares dice reducción de fondos a partidos implicaba acuerdos. |#Política |  Eddy Olivares dijo que para quitar los fondos a las organizaciones se debe modificar la Constitución

#DiarioLibre #EddyOlivares #JCE #Partidos
https://t.co/q1yHJnhmhp",No,"eddy olivares reducción fondo partido implicar acuerdo . |#político |   eddy olivares quitar fondo organización modificar constitución 

 # diariolibre # eddyolivares # jce # partidos 
 https://t.co/q1yhjnhmhp"
"San Valentín también se celebra con las mascotas. |#EstilosRD | Las mascotas han cobrado protagonismo en una jornada que originalmente exalta a los enamorados y amigos

#DiarioLibre #SanValentín #Mascotas
https://t.co/w4XA7n4woH",No,"san valentín celebrar mascota . |#estilosrd | mascota cobrar protagonismo jornada originalmente exaltar enamorado amigo 

 # diariolibre # sanvalentín # mascotas 
 https://t.co/w4xa7n4woh"
Columna de Paulina Assmann: ¡Pudimos llegar a la Luna! Podremos parar el coronavirus,No,columna paulina assmann : ¡ poder llegar luna ! podrer parar coronavirus
Los líderes europeos buscan salidas al hundimiento económico previsto en otoño,No,líder europeo buscar salida hundimiento económico previsto otoño
El rotundo comunicado de Isabel Pantoja sobre su guerra con Kiko Rivera,Clickbait,rotundo comunicado isabel pantoja guerra kiko rivera
Columna de Carolina Busco | Teletrabajo: una historia llena de desafíos,No,columna carolina busco | teletrabajo : historia lleno desafío
"🏥 Primera línea de la salud, ¿quién cuida a sus hijos cuando cuidan a otros?",Clickbait,"🏥 línea salud , ¿ cuidar hijo cuidar ?"
✅❎ #FactCheckingLT 97: ¿Regiones de Aysén y Magallanes son las únicas que no registraron casos nuevos? ¿China prohíbe el consumo de pangolines?,Clickbait,✅ ❎ # factcheckinglt 97 : ¿ región aysén magallanes único registrar caso ? ¿ china prohíbir consumo pangolín ?
"«Los hijos ya no mienten a sus padres para ir a una fiesta, sino para quedarse en casa con la pantalla»",No,"« hijo mentir padre fiesta , quedar él casa pantalla »"
Luis de Guindos: «Es vital para España una actuación coordinada de Gobierno y oposición»,No,luis guindos : « vital españa actuación coordinado gobierno oposición »
Javier y Guillermo Fesser: «Necesitamos que este corto se vea para concienciar a la gente sobre el hambre».https://t.co/6bzFcvbVqD,No,javier guillermo fesser : « necesitar corto ver concienciar gente hambre».https://t.co/6bzfcvbvqd
El catalán será por ley «la lengua vertebradora» de la enseñanza en Baleares,No,catalán ley « lengua vertebrador » enseñanza baleares
"El «look» de Leonor en los Premios Princesa de Asturias: elegancia, bordados y tacones",Clickbait,"« look » leonor premios princesa asturias : elegancia , bordado tacón"
"🗣 Columna de Sebastián Rodríguez, psicólogo | Padres e hijos en cuarentena",No,"🗣 columna sebastián rodríguez , psicólogo | padre hijo cuarentena"
"El Ejército australiano reconoce haber cometido crímenes de guerra en Afganistán. La comisión especial designada por el Gobierno de Australia para investigar 
la labor del Ejército durante su participación en la guerra de Afganistán (2001-2014) ha revelado que al menos 39 civiles fueron «asesinados ilegalmente» por las tropas aus…",No,"ejército australiano reconocer cometer crimen guerra afganistán . comisión especial designado gobierno australia investigar 
 labor ejército participación guerra afganistán ( 2001-2014 ) revelar 39 civil « asesinado ilegalmente » tropa aus …"
Cómo desinfectar dispositivos de pago y eliminar virus y bacterias,Clickbait,desinfectar dispositivo pago eliminar virus bacteria
El increíble video que muestra cómo se multiplican los casos si la gente no se queda en casa,Clickbait,increíble video mostrar multiplicar caso gente quedar casa
Suspenden las pruebas de la vacuna australiana contra el Covid-19 tras falsos positivos de VIH,No,suspender prueba vacuna australiana covid-19 falso positivo vih
Síntomas del coronavirus: ¿cuál es la diferencia con el resfrío y la influenza?,Clickbait,síntoma coronavirus : ¿ diferencia resfrío influenza ?
La banda sonora universal que inspiró a la ciencia,Clickbait,banda sonoro universal inspirar ciencia
C. Tangana: «El pop y el rock se cargaron la canción española»,No,c. tangana : « pop rock cargar canción español »
Cómo limpiar bien tu teléfono móvil y eliminar bacterias y virus. Tu teléfono móvil tiene más suciedad que un váter: aprende a limpiarlo correctamente,Clickbait,limpiar teléfono móvil eliminar bacteria virus . teléfono móvil suciedad váter : aprender limpiar él correctamente
El precio de la vivienda de segunda mano cae por primera vez desde 2014,No,precio vivienda mano caer 2014
La caída de la incidencia acumulada se ralentiza ligeramente en España,No,caída incidencia acumulado ralentizar ligeramente españa
"Columna de sismología: A diez años del 27F, segunda parte. Tres minutos y medio",No,"columna sismología : año 27f , . minuto"
"Maduro y Díaz-Canel confían en que Biden abra una nueva etapa de entendimiento con Venezuela y Cuba. Nicolás Maduro y Miguel Díaz-Canel esperan que el triunfo de Joe Biden en las elecciones de EE.UU. abran una nueva etapa de entendemiento con Venezuela y Cuba, según han asegurado ambos mandatarios tras conocerse el resultado.

El presidente saliente,…",No,"maduro díaz-canel confiar biden abrir etapa entendimiento venezuela cuba . nicolás maduro miguel díaz-canel esperar triunfo joe biden elección ee.uu. abrir etapa entendemiento venezuela cuba , asegurar mandatario conocer él resultado . 

 presidente saliente , …"
Renfe aumenta de 10.000 a 16.000 los billetes a 5 euros del Avlo,No,renfe aumentar 10000 16000 billete 5 euros avlo
Un mes de miedo para celebrar Halloween en el Parque de Atracciones de Madrid,No,mes miedo celebrar halloween parque atracciones madrid
Estos son los ingredientes antiedad que sirven para retrasar el envejecimiento de la piel,Clickbait,ingredient antiedad servir retrasar envejecimiento piel
"Puerto Rico dice «sí» a convertirse en un estado de EE.UU. Los puertorriqueños se declararon este martes a favor de que la isla sea un estado de Estados Unidos, con un 52,34 por ciento de los votos, según laa Comisión Estatal de Elecciones (CEE) en su página web con el 86,26 por ciento de los colegios escruta…",No,"puerto rico « » convertir él ee.uu. puertorriqueño declarar martes favor isla unidos , 52.34 ciento voto , laa comisión estatal elecciones ( cee ) página web 86.26 ciento colegio escruto …"
"Kolia Lukashenko, el crío que se codea con los líderes del mundo",Clickbait,"kolia lukashenko , crío codear líder mundo"
Desescalada de las restricciones en Valencia: Ximo Puig anuncia la vacunación masiva en 161 municipios desde abril,No,desescalado restricción valencia : ximo puig anunciar vacunación masivo 161 municipio abril
Descubren que los mayas construyeron un sofisticado sistema de depuración de agua 2.000 años antes que en Europa,No,descubrir maya construir sofisticado sistema depuración agua 2000 año europa
"🔴#Últimahora: El Banco de España alerta de que el déficit público no bajará en 2019, lo que no ocurría desde 2012",No,"🔴 # últimahora : banco españa alertar déficit público bajar 2019 , ocurrir 2012"
"Los Reyes, la Princesa y la Infanta Sofía llegan a Asturias",No,"reyes , princesa infanta sofía llegar asturias"
Messi: «Lo pasé muy mal en verano y lo arrastré a principio de temporada»,No,messi : « pasar verano arrastrar principio temporada »
"El extravagante término inventado hace setenta años para denominar al coñac de Jerez. El jurado contaba con dos prestigiosos literatos y académicos de la época: José María Pemán y Julio Casares
https://t.co/66plErLUdp",Clickbait,"extravagante término inventado setenta año denominar coñac jerez . jurado contar prestigioso literato académico época : josé maría pemán julio casares 
 https://t.co/66plerludp"
"El Huawei Mate 30 viene sin las aplicaciones de Google preinstaladas, pero podrá tenerlas",No,"huawei mate 30 venir aplicación google preinstalada , tenerla"
¿Podrían mezclarse distintas vacunas contra el coronavirus?,Clickbait,¿ mezclar él distinto vacuna coronavirus ?
Más de 19.500 objetos de basura espacial flotan sobre nuestras cabezas,No,19500 objeto basura espacial flotar cabeza
La nueva vida de Huawei sin las aplicaciones de Google: ¿un riesgo para el usuario?,Clickbait,vida huawei aplicación google : ¿ riesgo usuario ?
El estudiante que resolvió dos grandes problemas matemáticos por impuntualidad @Ciencia  @pgargantilla,Clickbait,estudiante resolver problema matemático impuntualidad @ciencio   @pgargantilla
iPhone 11: luces y sombras del móvil de Apple,Clickbait,iphonir 11 : luz sombra móvil apple
"Huawei se queda con Android, su sistema Harmony OS no está pensado para «smartphones»",No,"huawei quedar android , sistema harmony pensado « smartphón »"
⚠ Alertan sobre una oleada de casos de suplantación de identidad en Instagram,No,⚠ alertar oleada caso suplantación identidad instagram
"Suspenden a un diputado argentino por protagonizar una escena sexual durante una videoconferencia. Un diputado argentino fue suspendido el jueves por haber protagonizado una escena sexual con una mujer durante una sesión parlamentaria durante una videoconferencia, una escena que ha recorrido las redes sociales y provocado numerosas críticas.

En la …",No,"suspender diputado argentino protagonizar escena sexual videoconferencia . diputado argentino suspender jueves protagonizar escena sexual mujer sesión parlamentario videoconferencia , escena recorrer red social provocar numeroso crítica . 

 …"
¿Cuál es la forma correcta de acariciar a tu gato? La ciencia tiene la respuesta,Clickbait,¿ forma correcto acariciar gato ? ciencia respuesta
"Coronavirus Perú: Minecraft, Duolingo y más apps de educación y entretenimiento que triunfaron en esta pandemia
►",No,"coronavirus perú : minecraft , duolingo apps educación entretenimiento triunfar pandemia 
 ►"
Critics Choice Awards 2021: Por qué son importantes estos premios  y cómo está representada Guatemala. Los Critics Choice Awards 2021 serán esta noche del domingo 7 de marzo. Conozca por qué son importantes estos premios en los que Guatemala está representada con #LaLlorona. #LaLloronaPorLosCCA #CriticsChoice  @prensa_libre,Clickbait,critics choice awards 2021 : importante premio   representado guatemala . critics choice awards 2021 noche domingo 7 marzo . conozca importante premio guatemala representado # lallorona . # lalloronaporloscca # criticschoice   @prensa_libre
"Ocho datos para entender la magnitud de la pandemia. 📌 Consulte más detalles en ➡️

#DomingoEnElTiempo",Clickbait,"dato entender magnitud pandemia . 📌 consulte detalle ➡ ️ 

 # domingoeneltiempo"
Caso Ana Estrada: las claves de la sentencia judicial que ordena respetar su derecho a una muerte digna,Clickbait,caso ana estrada : clave sentencia judicial ordenar respetar derecho muerte digno
"Javier, el joven dejado en estado crítico por robarle la bicicleta",No,"javier , joven dejado crítico robar él bicicleta"
"Video: Este fue el momento de la explosión en el barrio el Quiroga. 🚨 En una edificación al sur de Bogotá, en el barrio Quiroga, se presentó una explosión que desencadenó un fuerte incendio.  Acá le mostramos 👉https://t.co/tHI6dPV4eu",No,"video : momento explosión barrio quiroga . 🚨 edificación sur bogotá , barrio quiroga , presentar explosión desencadenar fuerte incendio .   acá mostrar 👉 https://t.co/thi6dpv4eu"
Fondo de garantías para préstamos por parte del BCIE sigue abierto. #PorSiNoLoVio | El @BCIE_Org anunció que el fondo de garantías para préstamos que aprobó el año pasado sigue abierto en Guatemala para que las empresas con impacto derivado de la pandemia del covid-19 puedan acceder a financiamiento.,No,fondo garantía préstamo bcie abierto . # porsinolovio | @bcie_org anunciar fondo garantía préstamo aprobar año abierto guatemala empresa impacto derivado pandemia covid-19 poder acceder financiamiento .
"Mercado Libre tiene 500 vacantes laborales para Medellín. ¡Tenga en cuenta! Más de 500 empleos se generarán gracias a la apertura del segundo Centro de Tecnología, Innovación y Producto de Mercado Libre en Colombia. ¿Cómo aplicar? Le contamos👇",Clickbait,"mercado libre 500 vacante laboral medellín . ¡ ! 500 empleo generar gracias apertura centro tecnología , innovación producto mercado libre colombia . ¿ aplicar ? contar 👇"
Por qué Italia ha bloqueado el envío de vacunas contra el #coronavirus de AstraZeneca a Australia ►https://t.co/elK4QO3B2v,Clickbait,italia bloquear envío vacuna # coronavirus astrazeneca australia ► https://t.co/elk4qo3b2v
Seis menores resultaron heridos por explosión en Buenaventura. 🚨 Esto es lo que se sabe de la detonación de un artefacto que dejó seis menores heridos en Buenaventura👇,Clickbait,menor resultar herido explosión buenaventura . 🚨 detonación artefacto menor herido buenaventura 👇
“A todos los chicos para siempre” muestra su trailer oficial y fecha de estreno @prensa_libre,No,“ chico ” mostrar trailer oficial fecha estreno @prensa_libre
"Indicca: Confianza mejora por fiestas navideñas
►https://t.co/0M8quUDQjc",No,"indicca : confianza mejorar fiesta navideño 
 ► https://t.co/0m8quudqjc"
"9 de cada 10 motos vendidas en Guatemala fueron de bajo cilindraje en 2020. El parque de motocicletas creció durante el 2020 y  las que más demanda tuvieron, y ocuparon el 90% del mercado, son las de bajo cilindraje, de 100 a 250 centímetros cúbicos.",No,"9 10 moto vendido guatemala cilindraje 2020 . parque motocicleta crecer 2020   demanda tener , ocupar 90% mercado , cilindraje , 100 250 centímetro cúbico ."
“Demon Slayer” anuncia su segunda temporada con teaser tráiler | VIDEO,No,“ demon slayer ” anunciar temporada teaser tráiler | video
"Videojuegos peruanos para PC, consolas y móviles que no te puedes perder | VIDEOS
https://t.co/pcICViFOGj",Clickbait,"videojuego peruano pc , consola móvil poder perder | videos 
 https://t.co/pcicvifogj"
"Suben remesas en enero: Empleo hispano y políticas migratorias favorecen a Guatemala. El estímulo de apoyo económico que se está impulsando en #EEUU  a los afectadas por el #COVID19 puede contribuir a dinamizar la economía, que se traslada al empleo, y en esa medida aumente el envío de remesas, dijo el presidente del @Banguat.",No,"subir remesa enero : empleo hispano política migratorio favorecer guatemala . estímulo apoyo económico impulsar # eeuu   afectado # covid19 contribuir dinamizar economía , trasladar empleo , medida aumentar envío remesa , presidente @banguat ."
"Biden califica de “pensamiento neandertal” dejar de usar mascarillas contra el #coronavirus, como ordenó Texas ►https://t.co/6J07Cf3KME",No,"biden calificar “ pensamiento neandertal ” dejar mascarilla # coronavirus , ordenar texas ► https://t.co/6j07cf3kme"
"Disney estrena Soul, cuando la filosofía y la animación se unen al jazz. #Soul, la nueva película estrenada en DisneyPlus, se adentra en nuestra personalidad de una manera muy similar a la que ""Inside Out"" (2015) exploró nuestras emociones. @prensa_libre",No,"disney estrenar soul , filosofía animación unir jazz . # soul , película estrenado disneyplus , adentrar personalidad similar "" inside out "" ( 2015 ) explorar emoción . @prensa_libre"
Fatal accidente de motociclistas que iban a ver a su familia. 🚨 Esto es lo último que se conoce sobre un accidente en una vía de Tolima. Los motociclistas viajaban desde Bogotá a visitar a su familia ►,Clickbait,fatal accidente motociclista ir familia . 🚨 conocer accidente vía tolima . motociclista viajar bogotá visitar familia ►
"¿Quién es Mercedes Arroyave, la testigo perdida del caso Uribe? 🔍 @Uinvestigativa | Mercedes Arroyave, la testigo perdida del caso Uribe. @ELTIEMPO reveló en exclusiva que es buscada por la Fiscalía. Iván Cepeda dice que está amenazada. Esta es la información 👉",Clickbait,"¿ mercedes arroyave , testigo perdido caso uribe ? 🔍 @uinvestigativa | mercedes arroyave , testigo perdido caso uribe . @eltiempo revelar exclusiva buscar fiscalía . iván cepeda amenazado . información 👉"
"Los 10 videojuegos que más dinero generaron en diciembre | FOTOS
https://t.co/gvI5nG3Mkn",Clickbait,"10 videojuego dinero generar diciembre | foto 
 https://t.co/gvi5ng3mkn"
"Virú: investigan las circunstancias en las que una persona murió durante las protestas
https://t.co/AVsc0aXmoR",No,"virú : investigar circunstancia persona morir protesta 
 https://t.co/avsc0axmor"
El 7 de abril se presenta propuesta de la coalición de centroizquierda ►,No,7 abril presentar propuesta coalición centroizquierda ►
#VacunaciónEnColombia | Más de 200 alcaldes no han dicho si están listos para la vacunación contra covid ►,No,# vacunaciónencolombia | 200 alcalde listo vacunación covid ►
"WhatsApp, Signal y Telegram: en qué se diferencian y cuál ofrece más privacidad
https://t.co/gDJDQIV4KW",Clickbait,"whatsapp , signal telegram : diferenciar ofrecer privacidad 
 https://t.co/gdjdqiv4kw"
"Algo de higiene política, la columna de Fernando Tuesta

https://t.co/VG2fE0RWfc",No,"higiene político , columna fernando tuesta 

 https://t.co/vg2fe0rwfc"
Accidente de tránsito deja al menos 15 muertos cerca de la frontera entre #EEUU y #México #EUVzla,No,accidente tránsito dejar 15 muerto cerca frontera # eeuu # méxico # euvzla
"Google lanza Stadia, su plataforma “streaming” de videojuegos:",No,"google lanza stadia , plataforma “ streaming ” videojuego :"
"“La ONU parece un florero, está de adorno”, dice AMLO sobre acaparamiento de vacunas contra el coronavirus. “ONU parece un florero, está de adorno”, dice AMLO sobre acaparamiento de vacunas contra el coronavirus ►https://t.co/sU5h2nj71G",No,"“ onu florero , adorno ” , amlo acaparamiento vacuna coronavirus . “ onu florero , adorno ” , amlo acaparamiento vacuna coronavirus ► https://t.co/su5h2nj71 g"
"Verónika Mendoza y Ollanta Humala: la izquierda se disputa votos en las elecciones 2021 [Un informe de René Zubieta | @renezp]

📃 Contenido solo para suscriptores de El Comercio 📃►

https://t.co/vzYK8Usvn7",No,"verónika mendoza ollanta humala : izquierda disputar voto elección 2021 [ informe rené zubieta | @renezp ] 

 📃 contenido suscriptor comercio 📃 ► 

 https://t.co/vzyk8usvn7"
Estas aplicaciones le pueden facilitar su trabajo desde el hogar. Trabajar desde casa es cada vez más común. Estas aplicaciones podrían servirle como herramientas para facilitar su desempeño: @fherrera_PL,Clickbait,aplicación facilitar trabajo hogar . trabajar casa común . aplicación servir él herramienta facilitar desempeño : @fherrera_pl
"COVID-19: reportan 41 decesos por coronavirus en las últimas 24 horas. #COVID19: El @Minsa_Peru reporta 41 decesos por coronavirus en las últimas 24 horas

https://t.co/lmODH3aRb5",No,"covid-19 : reportar 41 deceso coronavirus 24 hora . # covid19 : @minsa_peru reporta 41 deceso coronavirus 24 hora 

 https://t.co/lmodh3arb5"
Por qué tu iPhone 5 puede dejar de funcionar el 3 de noviembre y qué tienes que hacer para evitarlo,Clickbait,iphonir 5 dejar funcionar 3 noviembre tener evitar él
"🔴#URGENTE China logra aterrizar en la Luna para traer a la Tierra muestras de la superficie
https://t.co/vWHZY6FuNV",No,"🔴 # urgente china lograr aterrizar luna traer tierra muestra superficie 
 https://t.co/vwhzy6funv"
Dos tenistas más del Abierto de Australia dan positivo al test de covid-19. Lo mejor del tenis mundial bajo cuarentena. 🦠🎾,Clickbait,tenista abierto australia positivo test covid-19 . tenis mundial cuarentena . 🦠 🎾
"Keiko Fujimori: “Me llena de ilusión y energía haber empezado a caminar para llegar a todo nuestro país”
https://t.co/7tfMWOQnFo",No,"keiko fujimori : “ llenar ilusión energía empezar caminar llegar país ” 
 https://t.co/7tfmwoqnfo"
"¿Es José Carlos Martínez el delantero ideal para la Selección de Guatemala? ""La cosa es estar bien y aprovechar las oportunidades para consolidarnos"". ",No,"¿ josé carlos martínez delantero ideal selección guatemala ? "" cosa aprovechar oportunidad consolidarno "" ."
"Comisiones Paralelas 2020: Murphy Paiz queda detenido en Matamoros. Según la Fiscalía Especial contra la Impunidad del Ministerio Público, el rector de la Universidad de San Carlos de Guatemala Murphy Paiz es parte de la estructura del caso Comisiones Paralelas 202…",No,"comisiones paralelas 2020 : murphy paiz quedar detenido matamoro . fiscalía especial impunidad ministerio público , rector universidad san carlos guatemala murphy paiz estructura caso comisiones paralelas 202 …"
La NFL suspende a Josh Gordon otra vez de manera indefinida por abuso de sustancias. #NFL | 🏈Suspensión por tiempo indefinido. ,No,nfl suspender josh gordon indefinido abuso sustancia . # nfl | 🏈 suspensión tiempo indefinido .
"Incendio en las cercanías de las Ruinas de Zaculeu deja dos mujeres fallecidas. Socorristas trabajan para sofocar las llamas, que amenazan con extenderse a varias viviendas en la localidad.",No,"incendio cercanía ruinas zaculeu dejar mujer fallecido . socorristas trabajar sofocar llama , amenazar extender él vivienda localidad ."
"Coronavirus: Gaby Moreno se une al reto #AprendoEnCasa de Unicef. La cantautora @gabymorenomusic se une al reto #AprendoEnCasa de @unicefguatemala, en una transmisión en vivo este viernes. Más detalles: @prensa_libre",No,"coronavirus : gaby moreno unir reto # aprendoencasa unicef . cantautora @gabymorenomusic unir reto # aprendoencasa @unicefguatemala , transmisión vivo viernes . detalle : @prensa_libre"
The Selector PRO acerca a músicos del Reino Unido y Latinoamérica #Sociales #EUVzla,No,the selector pro acerca músico reino unido latinoamérica # sociales # euvzla
Tribunal de Barinas privó de libertad a mujer que abandonó a su hijo recién nacido en terreno baldío #Sucesos #EUVzla,No,tribunal barinas privar libertad mujer abandonar hijo recién nacido terreno baldío # sucesos # euvzla
Coronavirus en Perú: ukukus salen a las calles de Cusco con látigos para hacer cumplir la cuarentena | FOTOS,No,coronavirus perú : ukukus salir calle cusco látigo cumplir cuarentena | foto
"Érick Barrondo conquista la prueba de 35 km en el Campeonato Nacional 2021. El marchista olímpico Érick Barrondo conquistó los 35 kilómetros caminata durante el Campeonato Nacional 2021, que se realizó este domingo en las calles de San Jerónimo, Baja Verapaz.",No,"érick barrondo conquistar prueba 35 km campeonato nacional 2021 . marchista olímpico érick barrondo conquistar 35 kilómetro caminatar campeonato nacional 2021 , domingo calle san jerónimo , baja verapaz ."
Cinco motivos para estudiar un posgrado en el extranjero,Clickbait,motivo estudiar posgrado extranjero
"Jayro Bustamante es prometedor cineasta, según Bong Joon-ho, productor del filme “Parásitos”. @prensa_libre",No,"jayro bustamante prometedor cineasta , bong joon-ho , productor filme “ parásitos ” . @prensa_libre"
Así es el nuevo modo oscuro de Android Q y sus beneficios --,Clickbait,oscuro android q beneficio --
#Áncash: saquean camión de víveres y retienen a autoridades en Quillo. (Por @laurbinasa),No,# áncash : saqueir camión víver retener autoridad quillo . ( @laurbinasa )
"COVID-19 | ¿Será obligatorio vacunarse contra el coronavirus?
https://t.co/USTHeGv75k",Clickbait,"covid-19 | ¿ obligatorio vacunar él coronavirus ? 
 https://t.co/usthegv75k"
Pasco: dos personas mueren tras volcarse auto hacia un abismo de 150 metros.,No,pasco : persona morir volcar él auto abismo 150 metro .
Gmail: cómo funciona la nueva herramienta del servicio de correo de Google que te permite programar emails. Aquí le contamos cómo funciona la nueva herramienta de #Gmail @prensa_libre,Clickbait,gmail : funcionar herramienta servicio correo google permitir programar emails . contar funcionar herramienta # gmail @prensa_libre
"Cómo Netflix logró hacerse con los derechos de la historia de Anna Delvey, la falsa millonaria heredera de Nueva York. A finales de mayo de 2018, Anna Sorokin, entonces de 27 años, despertó un día más dentro de la famosa cárcel de Rikers Island.",Clickbait,"netflix lograr hacer él derecho historia anna delvey , falsa millonario heredera york . finales mayo 2018 , anna sorokin , 27 año , despertar famoso cárcel rikers island ."
"Golden Globes 2020: sorpresas, ausencias y favoritos en los premios del cine y la TV que se entregan este domingo en Hollywood. A pocas horas de que comience la entrega de los #GoldenGlobes , le dejamos esta nota sobre varios detalles interesantes de esta edición ► @prensa_libre",Clickbait,"golden globes 2020 : sorpresa , ausencia favorito premio cine tv entregar domingo hollywood . hora comenzar entrega # goldenglobes , dejar nota detalle interesante edición ► @prensa_libre"
"Google crea un “Netflix” para revolucionar la industria de los videojuegos. ¿Un Netflix de videojuegos? Así es Stadia, la plataforma con la que Google pretende revolucionar la industria --",Clickbait,"google creer “ netflix ” revolucionar industria videojuego . ¿ netflix videojuego ? stadia , plataforma google pretender revolucionar industria --"
"Covid-19: 6 formas de “reiniciar tu cerebro” tras un año difícil de covid-19. #PorSiNoLoVio | No cabe duda de que 2020 fue difícil para todos y trágico para muchos, pero la distribución de vacunas contra la covid-19 en algunos países nos brinda la muy necesaria esperanza de un regreso a la …",Clickbait,"covid-19 : 6 forma “ reiniciar cerebro ” año difícil covid-19 . # porsinolovio | caber duda 2020 difícil trágico , distribución vacuna covid-19 país brindar necesario esperanza regreso …"
Josué Estrada: “Hay que seguir trabajando para ser convocado otra vez”,No,josué estrada : “ seguir trabajar convocar ”
En Directo: S.S. Lazio vs Bayern de Múnich. La Lazio llega años después a una instancia de octavos de final en la Champions League. Enfrenta al poderoso Bayern Múnich.,No,directo : s.s. lazio vs bayern múnich . lazio llegar año instancia octavo champions league . enfrentar poderoso bayern múnich .
"Más de 4 mil centros de salud y postas del Minsa, Essalud y FF.AA. presentan deficiencias | INFORME",No,"4 mil centro salud posta minsa , essalud ff.aa . presentar deficiencia | informe"
"7 aplicaciones para la entretención infantil durante el tiempo libre. #PorSiNoLoVio | Conozca algunas opciones digitales para garantizar el entretenimiento de los pequeños desde juegos, vídeos, música, lecturas y hasta la construcción de nuevos mundos.",Clickbait,"7 aplicación entretención infantil tiempo libre . # porsinolovio | conozca opción digital garantizar entretenimiento pequeño juegos , vídeo , música , lectura construcción mundo ."
"Fabiola Muñoz: “Reactivación económica tiene que respetar y mantener una relación sostenible con el ambiente”

https://t.co/M38SXVFBHY",No,"fabiola muñoz : “ reactivación económico respetar mantener relación sostenible ambiente ” 

 https://t.co/m38sxvfbhy"
