ID,Pregunta,Transcripcion,Estres
ID38,Pregunta11,No me ha afectado mucho no tener tiempo para mí porque desde preparatoria he sabido equilibrar mis prioridades y obligaciones. Es un balance que he aprendido a mantener y me funciona bien.,no
ID38,Pregunta12,"No estoy seguro si tengo una materia favorita, pero si tuviera que elegir una, sería Ética y Legal.",no
ID39,Pregunta2,"Recientemente hicimos un viaje en familia que me gustó mucho. Me hizo feliz pasar tiempo juntos. También he podido salir con amigos que no veía desde hace años, y eso me ha hecho sentir bien.",no
ID39,Pregunta3,Actualmente no hay nada que esté presente constantemente en mi mente. Me siento bastante despejado en ese aspecto.,no
ID39,Pregunta4,"Lo más satisfactorio de este mes fue poder reunirme con mis amigos. No nos veíamos desde hace meses o incluso años, y fue muy agradable compartir tiempo con ellos otra vez.",no
ID39,Pregunta6,"Creo que los lugares que más me gustan en ESCOM son la cafetería, porque puedo comprar comida ahí, y también la biblioteca, ya que es un buen lugar para estudiar.",no
ID39,Pregunta8,"Creo que manejo bien la presión porque soy una persona tranquila. No me gusta presionarme demasiado. Pienso que, si hago bien las cosas, todo va a salir bien y no se tendrá que repetir.",no
ID39,Pregunta11,"Soy de la idea de que si planificas todo desde antes y mantienes un orden, no tienes que posponer cosas ni repetirlas. Ahorita no tengo muchas responsabilidades fuera de la escuela, así que siento que tengo tiempo suficiente.",no
ID39,Pregunta12,"Hasta ahora, mi materia favorita ha sido Comunicación Oral y Escrita. Me gusta cómo da las clases la maestra y el ambiente relajado que crea con nosotros.",no
ID40,Pregunta2,"Actualmente me siento bien. Estoy llevando el semestre de forma relajada porque elegí profesores más tranquilos, así que todo ha ido bien hasta ahora.",no
ID40,Pregunta5,Me he sentido muy satisfecho este mes porque he disfrutado mucho y me la he pasado bien. Ha sido una etapa agradable.,no
ID40,Pregunta6,"Los lugares donde me siento más cómodo para estudiar o descansar son las canchas o Las Palapas, especialmente las que están por el área de Gestión. Me parecen muy agradables.",no
ID40,Pregunta8,Cuando estoy bajo presión trato de respirar profundo y pensar que todo va a salir bien. Me ayuda mucho tomar un descanso o salir a caminar para despejarme.,no
ID40,Pregunta12,"Mis materias favoritas son las de matemáticas y programación, porque son más prácticas. No me gusta tanto la teoría, me aburre un poco.",no
ID41,Pregunta1,"Mi vida académica hasta ahora la he sentido bastante tranquila. Algunas materias han sido difíciles, pero al estudiar les voy entendiendo mejor y se vuelven menos complicadas. Además, eso me ha ayudado con las materias siguientes.",no
ID41,Pregunta2,En los últimos días me he sentido motivado porque tuve tiempo para estudiar y creo que estoy más preparado para los siguientes exámenes.,no
ID41,Pregunta3,"Recientemente he estado tomando un curso de programación en lenguaje R, y ha sido bastante entretenido.",no
ID41,Pregunta5,Lo más satisfactorio de este mes fue haber entregado todas mis tareas a tiempo y estar al corriente con todo.,no
ID41,Pregunta6,"Mi lugar favorito para estudiar es la biblioteca, porque es tranquila y silenciosa. A veces voy con amigos para ayudarnos mutuamente con nuestras dudas.",no
ID41,Pregunta8,"Cuando estoy bajo mucha presión escucho mi música favorita, algo tranquilo, o hago alguna otra actividad que no requiera mucho esfuerzo para distraerme y relajarme.",no
ID41,Pregunta9,"Cuando estoy muy estresado me empiezo a irritar por cualquier cosa. Físicamente siento dolor en la espalda y, si el estrés es muy alto, incluso me da urticaria en la piel.",si
ID41,Pregunta12,"Mi materia favorita hasta ahora ha sido Álgebra Lineal, porque me ha parecido muy interesante todo lo relacionado con vectores y sus aplicaciones en Python.",no
ID42,Pregunta1,"Mi experiencia académica hasta ahora ha sido satisfactoria. Aunque al principio fue un poco complicado por el cambio de la vocacional a la universidad, considero que me adapté bastante bien. Tuve buenos profesores, lo que facilitó mucho el proceso.",no
ID42,Pregunta2,"Últimamente me he sentido relajada, principalmente porque ya pasaron las evaluaciones. Considero que me fue bien y, al estar en vacaciones, me siento tranquila.",no
ID42,Pregunta3,"Durante muchos años practiqué taekwondo, pero dejé de hacerlo por la pandemia. Recientemente encontré la misma academia en la que entrenaba y pude regresar. Eso me hizo muy feliz porque pude volver a practicar lo que tanto me gusta después de años.",no
ID42,Pregunta5,"Lo más satisfactorio de este mes fue volver a entrenar taekwondo con la misma academia y personas con las que entrenaba antes. A pesar del poco tiempo que tengo por la escuela, pude retomar algo que me apasiona y eso me hizo muy feliz.",no
ID42,Pregunta6,"Para descansar, considero que el área de pasto es muy agradable. Para estudiar, prefiero la biblioteca porque es un lugar muy silencioso, con mesas y conexiones para dispositivos. Es un buen lugar para concentrarse.",no
ID42,Pregunta7,"Durante las semanas de evaluación me estreso y me preocupo bastante. Me cuesta dividir mi tiempo para estudiar, sobre todo cuando todas las evaluaciones están en la misma semana. Aunque asisto a clases y hago tareas, a veces me quedan dudas que me generan más presión.",si
ID42,Pregunta9,"Cuando estoy bajo mucha presión suelo enfermarme: me duele el estómago, la cabeza, o tengo gripe. También me pongo de malas y muy irritable.",si
ID42,Pregunta11,"Me afecta bastante tener muchas cosas por hacer en poco tiempo. Siento que no avanzo y me frustro. Además, me enfermo del estómago o la cabeza por el estrés, lo que dificulta aún más continuar. En lo personal, sí me afecta mucho.",si
ID42,Pregunta12,"Mi materia favorita hasta ahora ha sido Cálculo Multivariable, porque se relaciona con la física, que es una materia que me encanta. Aunque puede parecer difícil por las fórmulas y procedimientos, me parece muy interesante y siento que le entiendo bien.",no
ID43,Pregunta1,"Hasta el momento me ha gustado la experiencia académica. He tenido buenos profesores y la modalidad escolarizada me gusta más, ya que prefiero estar en un entorno presencial, aprender, interactuar y socializar. En línea me cuesta mucho más concentrarme.",no
ID43,Pregunta2,"Últimamente me he sentido bien. He podido enfocarme en mis clases, y como estamos en vacaciones, he tenido tiempo para hacer cosas que normalmente no puedo. También pude ver a amigos que no veía desde hace tiempo.",no
ID43,Pregunta3,"Lo que me hizo sentir bien recientemente fue un viaje a Michoacán. Visité un pueblo con agua termal, comí, disfruté del paisaje y visité la famosa 'Casa de Santa Claus'. Me gustó poder compartir esa experiencia con mi familia.",no
ID43,Pregunta5,"Una de las cosas más difíciles que viví este mes fue perder a mi gato. Lo adoptamos en familia, lo llevamos al veterinario, pero estaba muy enfermo y decidimos dormirlo para que no sufriera más. Fue algo muy doloroso.",si
ID43,Pregunta6,"Mi lugar favorito para estudiar y descansar es la biblioteca. Siempre está limpia, tiene libros de apoyo, está bien ordenada y es silenciosa, lo que me ayuda a concentrarme.",no
ID43,Pregunta7,"La semana de exámenes es difícil. Duermo poco y a veces tengo dos exámenes el mismo día o un proyecto al día siguiente. Me siento cansado y estresado. Además, vivo lejos y el traslado es agotador. Ese tiempo podría usarlo para descansar.",si
ID43,Pregunta12,"La materia que más me ha gustado hasta ahora es Matemáticas Discretas. Me gusta porque tiene un enfoque diferente: no solo aplicas fórmulas, sino que entiendes de dónde vienen. Requiere lógica, y eso me parece muy interesante.",no
ID44,Pregunta6,"La biblioteca me parece un lugar muy tranquilo para concentrarme. También me gustan los salones del edificio 2, ya que cuando están vacíos, me permiten descansar y relajarme.",no
ID44,Pregunta7,Las semanas de exámenes me resultan muy cansadas. No puedo dormir lo que quisiera y me altero porque dejo de hacer actividades que disfruto. Me siento más cansada y estresada durante esas semanas.,si
ID44,Pregunta9,"En un tiempo de mucha presión me salieron ronchas por todo el cuerpo. También mi estómago se inflama y tengo problemas gastrointestinales. Emocionalmente me siento muy tensa, como si cualquier cosa pudiera alterar mi estado de ánimo.",si
ID44,Pregunta12,Hasta ahora la materia que más me ha gustado ha sido Inteligencia Artificial y Big Data.,no
ID45,Pregunta1,"Mis emociones respecto a esta etapa académica han sido variadas. Los últimos semestres los cursé en línea o en modalidad híbrida, por lo que sentí nervios al volver a la modalidad presencial, pero también emoción por la experiencia.",no
ID45,Pregunta6,"El lugar que más me gusta para estudiar o descansar son las palapas que están cerca del edificio de Ciencia de Datos, o en su caso, algún salón vacío donde no haga tanto calor.",no
ID45,Pregunta7,"Cuando tengo semanas con muchas entregas o exámenes, trato de mantener la calma para entregar todo a tiempo sin comprometer mi salud física o mental.",no
ID45,Pregunta8,"Cuando estoy bajo mucha presión, trato de dividir mis pendientes en partes pequeñas para no saturarme. Así puedo avanzar poco a poco sin sentirme agobiado.",no
ID45,Pregunta12,"Hasta ahora, mi materia favorita ha sido Ingeniería de Software. Me gusta mucho.",no
ID46,Pregunta1,"Me siento bien porque nos dan las herramientas y bases principales para comenzar la carrera. Sin embargo, también depende de nosotros investigar más por nuestra cuenta.",no
ID46,Pregunta2,Me he sentido muy bien con todo lo que ha pasado últimamente. He tenido buenos días.,no
ID46,Pregunta3,"Recientemente he estado trabajando en mis últimos días como becario, ya que está por terminar mi contrato. Estamos haciendo prácticas para que pueda quedarme en la empresa con un mejor puesto y contrato. Eso me ha hecho sentir feliz y motivado.",no
ID46,Pregunta4,"Académicamente no ha pasado nada que me haga pensar mucho, ya que me encuentro en semanas tranquilas. En el ámbito personal, tampoco ha habido algo que me cause preocupación fuera de lo común.",no
ID46,Pregunta5,"Este mes ha sido satisfactorio, especialmente en el trabajo, ya que me reconocieron algunos logros importantes. Estoy por terminar mi contrato como becario y espero una renovación ya como empleado de planta.",no
ID46,Pregunta6,"Dentro de ESCOM, el lugar donde más me gusta estudiar o descansar son las letras o las canchas, principalmente.",no
ID46,Pregunta7,"Durante los periodos de exámenes y entregas, siento mucho estrés y ansiedad. A veces no duermo lo suficiente por estudiar o por la presión de entregar tareas con requerimientos específicos. Algunos profesores son muy exigentes.",si
ID46,Pregunta9,"Cuando estoy bajo presión, empiezo a mover mucho la pierna, tengo tics en el ojo, me sudan las manos y a veces me salen imperfecciones en la cara. Emocionalmente, me siento frustrado y puedo llegar a ser grosero con los demás.",si
ID46,Pregunta11,"Me afecta física y mentalmente. Me salen imperfecciones en la piel y empiezo a sobrepensar situaciones, como el miedo a no entregar una actividad a tiempo.",si
ID46,Pregunta12,"Mi materia favorita hasta ahora ha sido Estructuras de Datos, principalmente porque es la que más ha llamado mi atención.",no
ID47,Pregunta4,"Últimamente he estado pensando mucho en mi futuro, especialmente en lo que quiero hacer después de terminar la carrera. Me he cuestionado si estoy tomando las decisiones correctas, tanto académicamente como en lo personal.",si
ID47,Pregunta5,"Este mes lo más difícil ha sido equilibrar todas mis tareas escolares y personales. Sin embargo, ha sido satisfactorio porque logré cumplir con todos mis compromisos sin dejar de lado mis metas.",si
ID47,Pregunta6,"Uno de los lugares que más me gusta en ESCOM es la biblioteca, porque me permite concentrarme. También disfruto sentarme en las jardineras cuando necesito relajarme un poco más.",no
ID47,Pregunta7,"Las semanas con muchas entregas y exámenes son pesadas y estresantes. Sin embargo, trato de organizarme bien, hacer pausas y mantenerme enfocado para no perder el ritmo.",si
ID47,Pregunta9,"Cuando estoy muy presionado me cuesta dormir, me siento irritado o nervioso sin razón. Físicamente me duele la cabeza y me cuesta concentrarme.",si
ID47,Pregunta10,Sé que necesito hacer una pausa cuando noto que no estoy rindiendo igual o me siento emocionalmente abrumado. En esos momentos sé que debo parar un poco y cuidarme.,si
ID47,Pregunta11,"Tener muchas cosas por hacer y poco tiempo para mí me afecta bastante. Me genera ansiedad y frustración, y ni siquiera disfruto lo que hago. En esos momentos me doy cuenta de que necesito mejorar el equilibrio entre lo académico y lo personal.",si
ID47,Pregunta12,Mi materia favorita ha sido Bases de Datos. Me intriga conocer cómo se maneja la información y cómo se asegura su integridad en todo momento. Me parece un tema muy relevante.,no
ID48,Pregunta2,Algo que me hizo sentir bien fue que pude terminar las prácticas de Machine Learning y por fin comencé los proyectos de esta misma materia.,no
ID48,Pregunta4,Lo más difícil que hice este mes fue desarrollar un traductor trilingüe con modelos de inteligencia artificial y realizar las primeras pruebas de mi trabajo terminal.,si
ID48,Pregunta5,"Prefiero estudiar en la biblioteca y en los salones que tienen buena recepción de internet, ya que me permiten investigar y avanzar en mis trabajos con más facilidad.",no
ID48,Pregunta6,"Prefiero estudiar en la biblioteca y en los salones que tienen buena recepción de internet, ya que me permiten investigar y avanzar en mis trabajos con más facilidad.",no
ID48,Pregunta7,"Suelen ser semanas bastante intensas. Me siento presionado por cumplir con todo, especialmente cuando se juntan prácticas y proyectos. Trato de organizarme lo mejor posible, aunque el estrés es inevitable. Aun así, me esfuerzo por cumplir con todo.",si
ID48,Pregunta9,"Cuando estoy bajo presión, tiendo a morderme las uñas o los dedos sin darme cuenta. También muerdo plumas o lápices mientras estoy concentrado, y a veces tengo dolores de cabeza si el estrés ha durado mucho tiempo.",si
ID48,Pregunta11,"Cuando tengo muchas cosas por hacer y poco tiempo para mí, me siento abrumado. Me cuesta concentrarme, me irrito fácilmente y a veces me frustro por no poder hacer una pausa. También noto que estoy más cansado de lo normal.",si
ID48,Pregunta12,"Hasta ahora, mis materias favoritas han sido Big Data y Machine Learning, ya que son las que más he disfrutado y en las que más he aprendido.",no
ID50,Pregunta1,Mis emociones en este momento son de alegría y perseverancia. También siento algo de tristeza porque no todo es fácil ni gratuito en el camino académico.,no
ID50,Pregunta2,"Últimamente me he sentido un poco más cansado por todo el estrés que puede provocar la escuela, pero siempre trato de mantener la perseverancia, como dice el dicho.",no
ID50,Pregunta3,El reconocimiento de que estoy haciendo las cosas bien es lo que me ha hecho sentir bien últimamente. Eso me ha motivado.,no
ID50,Pregunta6,El lugar que me parece más agradable para estar es literalmente cualquier lugar donde pueda estar tranquilo y concentrarme.,no
ID50,Pregunta7,"Normalmente no vivo las semanas de exámenes como algo muy pesado, excepto cuando las materias son complejas, como las de matemáticas o programación. Por lo general, son semanas manejables.",no
ID50,Pregunta8,"Cuando siento mucha presión, trato de relajarme y concentrarme en una cosa a la vez. Si tengo varias tareas, les doy prioridad y me enfoco en una sola para evitar el sobreestrés.",no
ID50,Pregunta10,"Sé que necesito una pausa cuando estoy muy estresado. En esos momentos, escucho música o veo videos recreativos, como en TikTok, para distraerme y relajarme.",no
ID50,Pregunta12,"No tengo una sola materia favorita, pero todas las relacionadas con programación son las que más disfruto: ya sea sistemas, programación orientada a objetos, desarrollo web, etc.",no
ID52,Pregunta2,"Estos días me he sentido bien, tranquilo y feliz. En algunos momentos algo estresado por las ferias, pero nada fuera de control.",no
ID52,Pregunta3,"Algo que me ha hecho sentir bien recientemente es el avance en el aprendizaje de lenguajes de programación y bases de datos. Me emociona ver todas las aplicaciones que tiene mi carrera, y eso me motiva a seguir aprendiendo y disfrutando el camino.",no
ID52,Pregunta5,"Lo más satisfactorio este mes ha sido ver mi avance personal y académico. Me siento bien física y emocionalmente, con buenas relaciones sociales y familiares. Siento que he encontrado un buen equilibrio en mi vida cotidiana.",no
ID52,Pregunta6,"El lugar más tranquilo para estudiar es la biblioteca. Me gusta mucho porque me concentro bien, el ambiente es agradable, está limpio, y puedo salir a tomar aire a las áreas verdes cercanas.",no
ID52,Pregunta7,"Las semanas con entregas y exámenes me generan ansiedad y estrés, ya que no me gusta tener pendientes. Me preocupa no estar preparado, incluso cuando ya estudié.",si
ID52,Pregunta12,"Mi materia favorita ha sido Álgebra Lineal. El profesor es muy bueno, carismático, enseña con claridad, es estricto pero justo, y eso me motiva a aprender más.",no
ID53,Pregunta1,"Me he sentido bien, la verdad algo relajado con respecto a mi experiencia académica.",no
ID53,Pregunta3,"Algo que me hizo sentir bien recientemente fue que fui a un puente largo, eso me puso feliz.",no
ID53,Pregunta4,"La verdad, no ha habido algo últimamente que me haya hecho pensar demasiado.",no
ID53,Pregunta6,Yo diría que la biblioteca es el mejor lugar para estudiar porque está en silencio y se puede concentrar uno bien.,no
ID53,Pregunta12,"Mi materia favorita ha sido Matemáticas Discretas, principalmente porque la maestra era muy buena y sabía explicar.",no
ID55,Pregunta1,"Si tuviera que describir mis emociones, diría que han sido una mezcla de todo. He tenido momentos agradables con buenas calificaciones, pero también momentos tristes y, sobre todo, estresantes.",si
ID55,Pregunta2,"Últimamente me he sentido un poco apagada, sin ganas de nada y con algo de ansiedad.",si
ID55,Pregunta3,Algo que me ha hecho sentir muy bien es que mi hermano adoptó una gatita. Me alegra mucho verla; el otro día incluso la llevó a mi casa entre semana y eso me animó bastante.,no
ID55,Pregunta5,"Lo más satisfactorio que he vivido este mes es que pude entregar todas mis actividades en la materia de Instrumentación B. En general, voy muy al corriente con todas mis materias.",no
ID55,Pregunta6,El lugar que últimamente me parece más agradable para estudiar es la biblioteca.,no
ID55,Pregunta7,"Durante las semanas en las que tengo diversas entregas y exámenes, me siento estresada y ansiosa. A veces no duermo y me preocupo mucho por todo lo que tengo que hacer. Aunque me ayuda organizar mis actividades, la mayor parte del tiempo me la paso tensa.",si
ID55,Pregunta9,"Normalmente, cuando estoy bajo presión, me sudan mucho las manos, me pongo muy nerviosa, mi voz tiembla y no me concentro bien. A veces ni siquiera entiendo bien lo que hago o lo que tengo que hacer.",si
ID55,Pregunta10,"Siento que necesito hacer una pausa cuando me siento muy frustrada, cuando ya nada me sale bien, no me puedo concentrar y estoy muy estresada. En esos momentos, sé que necesito descansar.",si
ID55,Pregunta11,"Me afecta bastante no tener tiempo para mí. Me pone de malas porque valoro mucho tener tiempo para pensar, arreglarme o hacer cosas que me hacen sentir bien. Cuando no lo tengo, me frustra mucho.",si
ID55,Pregunta12,Mi materia favorita hasta ahora ha sido Tecnologías para el Desarrollo de Aplicaciones Web y Bases de Datos.,no
ID56,Pregunta2,"Últimamente me he sentido bien, no he notado que la carga académica esté pesada y en general me he sentido tranquilo.",no
ID56,Pregunta3,Algo que me ha hecho sentir bien es ir al gimnasio constantemente y realizar todas mis tareas a tiempo.,no
ID56,Pregunta4,"Últimamente no he estado pensativo, todo ha fluido bien durante este segundo parcial.",no
ID56,Pregunta6,"Me parece agradable estudiar o descansar en Las Palapas de IA o de Gestión, y también en la biblioteca.",no
ID56,Pregunta10,Suelo hacer pausas cuando me siento cansado o cuando noto que mis ojos comienzan a parpadear muy rápido.,no
ID56,Pregunta11,"Generalmente no tengo poco tiempo, ya que estoy en el turno matutino y eso me deja las tardes libres para hacer tarea o ir al gimnasio si me organizo bien.",no
ID56,Pregunta12,"Hasta ahora en SCOM me han gustado mucho las materias de Matemáticas Discretas, Análisis Vectorial, Álgebra Lineal y actualmente Algoritmos y Estructuras de Datos, ya que me parecen muy interesantes.",no
ID58,Pregunta1,Me he sentido bastante cómodo con mi experiencia académica. He logrado adaptarme bien al ritmo y me siento motivado para seguir aprendiendo. Me da tranquilidad saber que estoy avanzando en algo que realmente me interesa y que tengo la capacidad de resolver los retos sin que esto me genere problemas.,no
ID58,Pregunta2,"Estos últimos días me he sentido tranquilo y en paz. He tenido tiempo para estudiar y hacer cosas que disfruto, lo que me ha ayudado a mantener una vida balanceada sin sentir agotamiento o presión.",no
ID58,Pregunta3,"Algo que me hizo sentir bien fue terminar unos proyectos y tareas sin desvelos ni presión. Me organicé con tiempo y recibí buenos comentarios por mi trabajo, lo cual me dio un impulso positivo.",no
ID58,Pregunta4,"He reflexionado sobre cómo mantener un estilo de vida balanceado para evitar el estrés. Aunque actualmente no me siento estresado, quiero seguir cuidando mi bienestar emocional y dar prioridad al descanso.",no
ID58,Pregunta5,Este mes lo más satisfactorio ha sido comprobar que puedo rendir bien sin sentirme sobrecargado. He cumplido con todo sin necesidad de sacrificar mi descanso ni experimentar estrés o bloqueos.,no
ID58,Pregunta6,"Para mí, el lugar más agradable para estudiar o descansar es la biblioteca. Es tranquila para concentrarse y cómoda para tomar pequeños descansos.",no
ID58,Pregunta8,"Cuando me siento presionado, reconozco la sensación y bajo el ritmo. Me doy un espacio breve para ordenar mis ideas y evitar engancharme emocionalmente con la presión.",no
ID58,Pregunta10,Sé que necesito una pausa cuando pierdo la concentración o dejo de disfrutar la actividad. Prefiero tomar descansos regulares para mantenerme relajado y prevenir el estrés.,no
ID58,Pregunta12,"Mi materia favorita en SCOM ha sido Inteligencia Artificial, pero también disfruto Estructuras de Datos y la optativa de Análisis de Imágenes.",no
ID59,Pregunta1,"Considero que ha sido una experiencia bastante buena. Obviamente he tenido altibajos emocionales, pero en general ha sido relajante y positiva.",no
ID59,Pregunta2,Estos últimos días me he sentido bastante relajado. Sé cómo controlar mis tiempos y las actividades que hago en mi día a día.,no
ID59,Pregunta3,Una cosa que me hizo sentir bien fue conseguir una buena calificación en un examen de álgebra lineal cuando esperaba una nota regular. Obtener más de 93 me hizo sentir muy bien.,no
ID59,Pregunta4,Últimamente no ha habido nada que me haga pensar mucho en lo personal o académico. Solo en ocasiones tengo problemas de sueño que me dificultan dormir bien.,no
ID59,Pregunta5,"Lo más satisfactorio este mes fue obtener una excelente calificación en el examen de álgebra lineal, superando mis propias expectativas.",no
ID59,Pregunta6,"Considero que la biblioteca es el lugar más tranquilo y relajado para concentrarse y estudiar, ya que no hay ruido y me ayuda bastante.",no
ID59,Pregunta7,"Durante semanas de entregas o exámenes me siento un poco más presionado, pero trato de evitar la procrastinación y avanzar en mis tareas diarias.",no
ID59,Pregunta8,"Cuando estoy bajo presión, respiro y me concentro para mantener la cabeza fría. A veces sacrifico actividades personales para cumplir con mis responsabilidades.",no
ID59,Pregunta10,"Sé que necesito una pausa cuando mi cuerpo ya no puede más, cuando estoy demasiado cansado y sin ganas de seguir haciendo actividades.",no
ID59,Pregunta11,"No me afecta demasiado tener poco tiempo, ya que estoy acostumbrado a dedicar la mayor parte de mi tiempo a la escuela y los estudios.",no
ID59,Pregunta12,Mi materia favorita en SCOM ha sido algoritmos y estructura de datos. Me gustan mucho las materias de programación y matemáticas como cálculo multivariable.,no
ID01,Pregunta10,cuando yo siento que ya debo de tomarme un descanso es cuando ya me siento bastante abrumado y estresado por por todas las cosas que esté haciendo en ese momento y trato de darme un momento para relajarme.,si
ID02,Pregunta2,"Me he sentido tranquilo. Cambié mi horario y eso me ha ayudado a realizar las tareas a tiempo, aunque a veces todavía siento algo de presión.",no
ID02,Pregunta3,"He conocido nuevas personas que se han vuelto parte importante de mi círculo social, lo que me ha hecho sentir bien. Lo negativo ha sido algún problema familiar, pero poco frecuente.",no
ID02,Pregunta4,"Últimamente he estado reflexionando sobre mi crecimiento personal, sobre qué quiero lograr y cómo hacerlo.",no
ID02,Pregunta5,"Ha sido un mes satisfactorio, no el más fácil, pero tampoco el más difícil.",no
ID02,Pregunta7,Durante semanas de exámenes me levanto temprano para estudiar y cumplir con tareas académicas y personales desde casa.,no
ID03,Pregunta1,"Mis emociones han sido bastante buenas, principalmente porque he sabido elegir a los maestros y manejar la carga de trabajo, aunque es parte natural de la carrera.",no
ID03,Pregunta2,"Últimamente me he sentido más o menos solitario, pero entiendo que es parte de un proceso personal que estoy atravesando.",no
ID03,Pregunta3,Últimamente algo que me ha hecho sentir mal es la sensación de soledad que he tenido.,si
ID03,Pregunta4,"Las últimas entregas de tareas y proyectos antes de vacaciones me han hecho pensar mucho, pero sé que es necesario para poder descansar después.",si
ID03,Pregunta5,"Este mes se me ha complicado gestionar mis horarios entre tareas, escuela y trabajo, pero lo he manejado más o menos bien.",si
ID03,Pregunta7,"Las últimas semanas con entregas son las más difíciles, pero de algún modo siempre logro terminar todo a tiempo.",si
ID03,Pregunta9,"La presión rara vez se manifiesta físicamente, pero cuando lo hace tengo tics en la pierna o el ojo.",si
ID03,Pregunta10,"Cuando siento pesadez en el cuello y la parte trasera de la cabeza, sé que necesito un descanso y me relajo para seguir.",si
ID03,Pregunta11,"Sí me afecta tener muchas tareas, pero creo que ya me acostumbré a vivir así, y aunque no sé si es bueno o malo, manejo ese estilo de vida.",si
ID03,Pregunta12,"Mi materia favorita fue Análisis y Diseño de Sistemas, porque está muy enfocada en la carrera y me ayudó bastante para el campo laboral.",no
ID04,Pregunta6,"El lugar más agradable para descansar es en la cisterna junto al edificio 1, bajo la sombra de un árbol de jacaranda. Es fresco, silencioso y tranquilo.",no
ID04,Pregunta8,Salgo a distraerme con amigos o hablo con mi mamá o abuela. También dibujo o coloreo para liberar los pensamientos pesados.,no
ID04,Pregunta10,"Cuando estoy más enojada, sé que necesito un descanso para tomar otra perspectiva de lo que estoy haciendo.",si
ID04,Pregunta12,Mi materia favorita ha sido Instrumentación y Control y Electrónica Analógica.,no
ID05,Pregunta1,"Las emociones que he tenido han sido buenas, he sido feliz aunque con algunos momentos de estrés, en general ha sido una experiencia positiva.",no
ID05,Pregunta2,Me he sentido algo estresado porque tengo que entregar parte de mi trabajo terminal.,si
ID05,Pregunta3,"Algo que me hizo sentir bien fue descargar un juego en computadora, lo he estado jugando. Me hizo sentir mal que mi compañero se ha estado tardando con las entregas del trabajo terminal.",si
ID05,Pregunta4,La entrega del trabajo terminal y la carga académica me han generado algo de estrés.,si
ID05,Pregunta5,Enero fue un mes difícil porque estaba haciendo el trámite para liberar el servicio social.,si
ID05,Pregunta7,"Siento mucha presión por tener entregas y exámenes, por eso suelo dormir tarde.",si
ID05,Pregunta8,Intento ignorar la presión. Prioritizo entregar mis trabajos aunque también me doy descansos. Siento que no me afecta mucho.,si
ID05,Pregunta9,Señales físicas: me empieza a parpadear un ojo. Emocionales: no mucho.,si
ID05,Pregunta10,"Sé que necesito una pausa cuando estoy físicamente cansado, me arden los ojos o siento que ya trabajé suficiente.",si
ID05,Pregunta11,"No siento que me afecte ahora, pero a veces pienso que estoy sacrificando años y buenos momentos por graduarme.",si
ID05,Pregunta12,"Sistemas distribuidos, me gustó mucho por el profesor y su forma de explicar.",no
ID06,Pregunta2,En los últimos días me he sentido un poco frustrado por situaciones de mi vida personal.,si
ID06,Pregunta6,"Prefiero estudiar en un salón libre, sin tantos alumnos, ya que me ayuda a concentrarme y avanzar en mis tareas con más tranquilidad.",no
ID07,Pregunta3,Me sentí bien por haber tenido semanas tranquilas y ser más responsable con mis clases. Me sentí mal al asistir a clases donde el profesor no llega o no se aprovecha el tiempo.,no
ID07,Pregunta6,No encuentro un buen lugar para estudiar en la escuela. La biblioteca y otros espacios están saturados o son ruidosos. Solo un salón vacío me permite concentrarme.,no
ID07,Pregunta12,"No tengo una materia favorita. Las materias que me interesaban no las llevé con buenos profesores, lo que me desmotivó.",no
ID08,Pregunta1,"Considero que ha sido como una montaña rusa de emociones. Al inicio de la carrera me sentía completamente motivada, con el objetivo claro de estudiar y dar lo mejor en cada materia. Sin embargo, conforme avanzaban los semestres, ese sentimiento se fue debilitando. Empecé a sentir que la carrera no era para mí, que no me gustaba lo que estudiaba. Esto se debía a que no le encontraba aplicación práctica a lo que aprendía, lo que me llevó a un ciclo de desmotivación y tristeza. Actualmente, estoy recuperándome de ese bajón. Ya le estoy encontrando más sentido a las materias, especialmente con el TT y lo que viene más adelante, como el trabajo. Cuando hay eventos en la escuela, como campañas, conciertos o conferencias, me siento feliz. También me siento motivada cuando entiendo los temas. Pero cuando no entiendo algo, me desanimo y me frustro.",si
ID08,Pregunta4,"En cuanto a mi vida académica, he pensado mucho en que aún no sé con certeza a qué me quiero dedicar. Sé que no aceptaré cualquier trabajo, pero también debo ser consciente de mis habilidades y hasta dónde puedo llegar. Me preocupa no saber ni por dónde empezar. Quiero trabajar en un banco, pero necesito destacar, hacer conexiones y prepararme para un futuro exitoso.",no
ID08,Pregunta5,"Lo más satisfactorio y a la vez difícil que viví este mes fue el día que estuve 13 horas y media fuera de casa. Estuve con mi novio recorriendo Reforma, el centro y su casa. Fue una experiencia muy bonita, pero molestó a mi familia, ya que esperaban que regresara antes. Me hicieron reflexionar sobre si es posible repetir esta experiencia cada mes, como habíamos pensado.",no
ID08,Pregunta7,"Trato de no dejar nada para el último momento. Procuro equilibrar mis actividades: no salto comidas, hago ejercicio, duermo bien y aún así cumplo con mis tareas. Cuando tengo trabajos en equipo, suelo pedir apoyo para repartir mejor las cargas. Sin embargo, cuando me asignan tareas el mismo día, se me complica y ahí es cuando noto más estrés. En esos momentos, mi novio suele apoyarme.",si
ID09,Pregunta1,"Respecto a mis emociones, creo que la principal ha sido la flojera. No sé si se deba a las clases o a la rutina, pero creo que eso define bien toda mi trayectoria académica.",no
